Hteam,Ateam,Month,Odd-1,Odd-N,Odd-2,Target
Arsenal,Swansea,2,1.36,4.6,8.25,0.0
Arsenal,Swansea,2,1.35,4.8,7.6,0.0
Arsenal,Swansea,2,1.36,4.8,8.5,0.0
Arsenal,Swansea,2,1.36,5.2,10.0,0.0
Arsenal,Swansea,2,1.4,5.25,10.28,0.0
Arsenal,Swansea,2,1.36,4.9,9.25,0.0
Liverpool,Man City,2,2.63,3.4,2.88,2.0
Liverpool,Man City,2,2.55,3.2,2.75,2.0
Liverpool,Man City,2,2.6,3.2,2.6,2.0
Liverpool,Man City,2,2.62,3.2,2.8,2.0
Liverpool,Man City,2,2.7,3.4,2.8,2.0
Liverpool,Man City,2,2.7,3.51,2.88,2.0
Liverpool,Man City,2,2.57,3.33,2.79,2.0
Man United,Watford,2,1.67,3.8,6.0,2.0
Man United,Watford,2,1.65,3.5,5.5,2.0
Man United,Watford,2,1.65,3.6,5.1,2.0
Man United,Watford,2,1.67,3.4,6.0,2.0
Man United,Watford,2,1.67,3.9,6.0,2.0
Man United,Watford,2,1.69,4.0,6.5,2.0
Man United,Watford,2,1.65,3.71,5.87,2.0
Stoke,Newcastle,2,2.0,3.5,4.2,2.0
Stoke,Newcastle,2,1.83,3.4,4.33,2.0
Stoke,Newcastle,2,1.9,3.45,3.8,2.0
Stoke,Newcastle,2,1.95,3.4,4.0,2.0
Stoke,Newcastle,2,2.0,3.5,4.2,2.0
Stoke,Newcastle,2,2.05,3.57,4.33,2.0
Stoke,Newcastle,2,1.97,3.39,4.07,2.0
West Ham,Tottenham,2,4.0,3.6,2.0,2.0
West Ham,Tottenham,2,3.7,3.3,2.0,2.0
West Ham,Tottenham,2,3.6,3.3,2.0,2.0
West Ham,Tottenham,2,4.0,3.2,2.0,2.0
West Ham,Tottenham,2,4.0,3.5,2.05,2.0
West Ham,Tottenham,2,4.1,3.64,2.06,2.0
West Ham,Tottenham,2,3.89,3.47,1.99,2.0
Chelsea,Stoke,5,1.5,4.5,7.5,1.0
Chelsea,Stoke,5,1.5,3.9,6.75,1.0
Chelsea,Stoke,5,1.5,4.0,6.1,1.0
Chelsea,Stoke,5,1.53,3.75,7.0,1.0
Chelsea,Stoke,5,1.53,4.3,7.0,1.0
Chelsea,Stoke,5,1.53,4.5,7.5,1.0
Chelsea,Stoke,5,1.5,4.23,6.89,1.0
Everton,West Ham,5,1.73,4.0,5.0,0.0
Everton,West Ham,5,1.7,3.6,5.0,0.0
Everton,West Ham,5,1.8,3.5,4.2,0.0
Everton,West Ham,5,1.75,3.5,5.0,0.0
Everton,West Ham,5,1.7,4.1,5.2,0.0
Everton,West Ham,5,1.8,4.2,5.25,0.0
Everton,West Ham,5,1.7,3.91,4.93,0.0
Newcastle,Bournemouth,5,2.63,3.4,2.88,0.0
Newcastle,Bournemouth,5,2.5,3.4,2.65,0.0
Newcastle,Bournemouth,5,2.6,3.1,2.7,0.0
Newcastle,Bournemouth,5,2.62,3.1,2.8,0.0
Newcastle,Bournemouth,5,2.7,3.4,2.75,0.0
Newcastle,Bournemouth,5,2.74,3.49,2.88,0.0
Newcastle,Bournemouth,5,2.63,3.3,2.74,0.0
Southampton,Sunderland,5,1.6,4.0,6.5,1.0
Southampton,Sunderland,5,1.5,3.9,6.75,1.0
Southampton,Sunderland,5,1.6,3.7,5.4,1.0
Southampton,Sunderland,5,1.62,3.6,6.0,1.0
Southampton,Sunderland,5,1.6,4.1,6.5,1.0
Southampton,Sunderland,5,1.65,4.1,6.75,1.0
Southampton,Sunderland,5,1.59,3.88,6.19,1.0
Swansea,Norwich,5,2.05,3.5,4.0,2.0
Swansea,Norwich,5,1.91,3.3,4.1,2.0
Swansea,Norwich,5,1.9,3.45,3.8,2.0
Swansea,Norwich,5,2.05,3.1,4.0,2.0
Swansea,Norwich,5,2.0,3.5,4.2,2.0
Swansea,Norwich,5,2.05,3.5,4.2,2.0
Swansea,Norwich,5,2.0,3.38,3.99,2.0
Tottenham,Arsenal,5,2.38,3.4,3.25,1.0
Tottenham,Arsenal,5,2.35,3.4,2.85,1.0
Tottenham,Arsenal,5,2.5,3.2,2.75,1.0
Tottenham,Arsenal,5,2.4,3.1,3.1,1.0
Tottenham,Arsenal,5,2.38,3.6,3.1,1.0
Tottenham,Arsenal,5,2.5,3.62,3.25,1.0
Tottenham,Arsenal,5,2.36,3.38,3.08,1.0
Watford,Leicester,5,3.0,3.4,2.55,0.0
Watford,Leicester,5,2.7,3.4,2.45,0.0
Watford,Leicester,5,3.0,3.2,2.3,0.0
Watford,Leicester,5,2.8,3.1,2.62,0.0
Watford,Leicester,5,3.0,3.3,2.55,0.0
Watford,Leicester,5,3.01,3.4,2.62,0.0
Watford,Leicester,5,2.94,3.25,2.5,0.0
Crystal Palace,Liverpool,6,3.8,3.5,2.1,0.0
Crystal Palace,Liverpool,6,3.5,3.2,2.1,0.0
Crystal Palace,Liverpool,6,3.3,3.3,2.1,0.0
Crystal Palace,Liverpool,6,3.75,3.1,2.15,0.0
Crystal Palace,Liverpool,6,3.75,3.4,2.15,0.0
Crystal Palace,Liverpool,6,3.8,3.5,2.19,0.0
Crystal Palace,Liverpool,6,3.63,3.39,2.1,0.0
West Brom,Man United,6,4.33,3.4,2.0,2.0
West Brom,Man United,6,4.2,3.25,1.91,2.0
West Brom,Man United,6,3.8,3.45,1.9,2.0
West Brom,Man United,6,4.0,3.2,2.0,2.0
West Brom,Man United,6,4.33,3.3,2.05,2.0
West Brom,Man United,6,4.33,3.5,2.06,2.0
West Brom,Man United,6,4.1,3.32,1.99,2.0
Bournemouth,Swansea,12,1.95,3.5,4.33,2.0
Bournemouth,Swansea,12,1.91,3.3,4.1,2.0
Bournemouth,Swansea,12,2.0,3.3,3.6,2.0
Bournemouth,Swansea,12,2.0,3.2,4.0,2.0
Bournemouth,Swansea,12,1.95,3.4,4.5,2.0
Bournemouth,Swansea,12,2.0,3.5,4.5,2.0
Bournemouth,Swansea,12,1.95,3.34,4.26,2.0
Norwich,Man City,12,6.0,4.2,1.6,1.0
Norwich,Man City,12,6.0,3.75,1.57,1.0
Norwich,Man City,12,5.4,3.7,1.6,1.0
Norwich,Man City,12,6.0,3.6,1.62,1.0
Norwich,Man City,12,5.86,4.0,1.6,1.0
Stoke,Southampton,12,2.7,3.2,2.9,0.0
Stoke,Southampton,12,2.7,3.2,2.6,0.0
Stoke,Southampton,12,2.65,3.1,2.65,0.0
Stoke,Southampton,12,2.7,3.1,2.7,0.0
Stoke,Southampton,12,2.75,3.2,2.88,0.0
Stoke,Southampton,12,2.75,3.22,2.93,0.0
Stoke,Southampton,12,2.68,3.14,2.8,0.0
Aston Villa,Tottenham,3,6.1,4.0,1.5,0.0
Leicester,Newcastle,3,1.57,4.33,6.25,2.0
Leicester,Newcastle,3,1.53,4.0,6.0,2.0
Leicester,Newcastle,3,1.65,3.6,5.1,2.0
Leicester,Newcastle,3,1.62,3.6,6.0,2.0
Leicester,Newcastle,3,1.62,4.2,6.0,2.0
Leicester,Newcastle,3,1.67,4.33,6.5,2.0
Leicester,Newcastle,3,1.59,4.08,5.76,2.0
Chelsea,West Ham,3,1.75,3.8,5.25,1.0
Chelsea,West Ham,3,1.7,3.8,4.6,1.0
Chelsea,West Ham,3,1.7,3.7,4.5,1.0
Chelsea,West Ham,3,1.73,3.6,5.0,1.0
Chelsea,West Ham,3,1.73,3.9,5.2,1.0
Chelsea,West Ham,3,1.78,3.96,5.25,1.0
Chelsea,West Ham,3,1.72,3.78,4.89,1.0
Crystal Palace,Leicester,3,3.0,3.4,2.5,0.0
Crystal Palace,Leicester,3,2.95,3.2,2.4,0.0
Crystal Palace,Leicester,3,3.0,3.2,2.3,0.0
Crystal Palace,Leicester,3,3.0,3.1,2.5,0.0
Crystal Palace,Leicester,3,3.0,3.3,2.55,0.0
Crystal Palace,Leicester,3,3.1,3.5,2.6,0.0
Crystal Palace,Leicester,3,2.93,3.26,2.48,0.0
Everton,Arsenal,3,2.7,3.5,2.7,0.0
Everton,Arsenal,3,2.6,3.4,2.55,0.0
Everton,Arsenal,3,2.6,3.2,2.6,0.0
Everton,Arsenal,3,2.5,3.6,2.6,0.0
Everton,Arsenal,3,2.7,3.6,2.7,0.0
Everton,Arsenal,3,2.77,3.7,2.75,0.0
Everton,Arsenal,3,2.62,3.48,2.63,0.0
Swansea,Aston Villa,3,1.67,3.8,6.0,2.0
Swansea,Aston Villa,3,1.6,3.75,5.75,2.0
Swansea,Aston Villa,3,1.55,4.0,5.5,2.0
Swansea,Aston Villa,3,1.67,3.4,6.0,2.0
Swansea,Aston Villa,3,1.7,3.8,5.75,2.0
Swansea,Aston Villa,3,1.73,4.0,6.0,2.0
Swansea,Aston Villa,3,1.66,3.73,5.58,2.0
Watford,Stoke,3,2.4,3.25,3.3,0.0
Watford,Stoke,3,2.4,3.1,3.0,0.0
Watford,Stoke,3,2.4,3.2,2.85,0.0
Watford,Stoke,3,2.5,3.0,3.1,0.0
Watford,Stoke,3,2.45,3.2,3.3,0.0
Watford,Stoke,3,2.5,3.27,3.36,0.0
Watford,Stoke,3,2.39,3.16,3.17,0.0
West Brom,Norwich,3,2.25,3.3,3.6,0.0
West Brom,Norwich,3,2.2,3.1,3.4,0.0
West Brom,Norwich,3,2.1,3.3,3.3,0.0
West Brom,Norwich,3,2.25,3.2,3.3,0.0
West Brom,Norwich,3,2.25,3.2,3.7,0.0
West Brom,Norwich,3,2.33,3.3,3.7,0.0
West Brom,Norwich,3,2.23,3.2,3.45,0.0
Man City,Man United,3,1.83,3.75,4.75,0.0
Man City,Man United,3,1.83,3.6,4.0,0.0
Man City,Man United,3,1.8,3.5,4.2,0.0
Man City,Man United,3,1.85,3.4,4.5,0.0
Man City,Man United,3,1.85,3.75,4.6,0.0
Man City,Man United,3,1.87,3.8,4.75,0.0
Man City,Man United,3,1.83,3.62,4.42,0.0
Newcastle,Sunderland,3,2.1,3.5,3.8,1.0
Newcastle,Sunderland,3,2.1,3.2,3.5,1.0
Newcastle,Sunderland,3,2.1,3.3,3.3,1.0
Newcastle,Sunderland,3,2.2,3.1,3.5,1.0
Newcastle,Sunderland,3,2.1,3.5,3.8,1.0
Newcastle,Sunderland,3,2.2,3.53,3.85,1.0
Newcastle,Sunderland,3,2.11,3.34,3.61,1.0
Southampton,Liverpool,3,2.63,3.4,2.88,2.0
Southampton,Liverpool,3,2.4,3.3,2.85,2.0
Southampton,Liverpool,3,2.6,3.2,2.6,2.0
Southampton,Liverpool,3,2.75,3.0,2.75,2.0
Southampton,Liverpool,3,2.7,3.25,2.9,2.0
Southampton,Liverpool,3,2.75,3.4,2.9,2.0
Southampton,Liverpool,3,2.61,3.21,2.81,2.0
Tottenham,Bournemouth,3,1.53,4.33,7.0,2.0
Tottenham,Bournemouth,3,1.5,4.33,5.75,2.0
Tottenham,Bournemouth,3,1.5,4.0,6.1,2.0
Tottenham,Bournemouth,3,1.57,3.75,6.5,2.0
Tottenham,Bournemouth,3,1.53,4.4,7.0,2.0
Tottenham,Bournemouth,3,1.57,4.5,7.0,2.0
Tottenham,Bournemouth,3,1.53,4.24,6.2,2.0
Arsenal,Watford,2,1.36,5.25,10.0,2.0
Arsenal,Watford,2,1.33,4.75,9.5,2.0
Arsenal,Watford,2,1.33,4.8,8.3,2.0
Arsenal,Watford,2,1.36,4.8,8.5,2.0
Arsenal,Watford,2,1.36,5.4,9.5,2.0
Arsenal,Watford,2,1.38,5.4,10.0,2.0
Arsenal,Watford,2,1.35,5.03,9.07,2.0
Aston Villa,Chelsea,2,6.0,3.9,1.55,0.0
Aston Villa,Chelsea,2,6.1,4.0,1.5,0.0
Aston Villa,Chelsea,2,6.5,4.0,1.6,0.0
Aston Villa,Chelsea,2,6.14,3.98,1.58,0.0
Bournemouth,Man City,2,3.75,3.6,2.1,0.0
Bournemouth,Man City,2,3.6,3.4,2.0,0.0
Bournemouth,Man City,2,3.6,3.3,2.0,0.0
Bournemouth,Man City,2,3.75,3.3,2.05,0.0
Bournemouth,Man City,2,3.7,3.6,2.1,0.0
Bournemouth,Man City,2,3.75,3.71,2.13,0.0
Bournemouth,Man City,2,3.62,3.5,2.05,0.0
Liverpool,Tottenham,2,2.5,3.4,3.0,1.0
Liverpool,Tottenham,2,2.45,3.3,2.8,1.0
Liverpool,Tottenham,2,2.4,3.3,2.75,1.0
Liverpool,Tottenham,2,2.6,3.0,2.9,1.0
Liverpool,Tottenham,2,2.5,3.4,3.0,1.0
Liverpool,Tottenham,2,2.6,3.5,3.03,1.0
Liverpool,Tottenham,2,2.47,3.34,2.91,1.0
Norwich,Newcastle,2,2.2,3.4,3.6,2.0
Norwich,Newcastle,2,2.15,3.2,3.4,2.0
Norwich,Newcastle,2,2.2,3.2,3.2,2.0
Norwich,Newcastle,2,2.25,3.25,3.2,2.0
Norwich,Newcastle,2,2.25,3.3,3.6,2.0
Norwich,Newcastle,2,2.25,3.44,3.7,2.0
Norwich,Newcastle,2,2.18,3.29,3.48,2.0
Stoke,Swansea,2,2.2,3.4,3.6,1.0
Stoke,Swansea,2,2.1,3.25,3.5,1.0
Stoke,Swansea,2,2.2,3.2,3.2,1.0
Stoke,Swansea,2,2.2,3.3,3.3,1.0
Stoke,Swansea,2,2.25,3.2,3.75,1.0
Stoke,Swansea,2,2.25,3.4,3.87,1.0
Stoke,Swansea,2,2.16,3.28,3.58,1.0
Sunderland,West Brom,2,2.1,3.3,4.0,1.0
Sunderland,West Brom,2,2.0,3.3,3.7,1.0
Sunderland,West Brom,2,2.1,3.3,3.3,1.0
Sunderland,West Brom,2,2.05,3.1,4.0,1.0
Sunderland,West Brom,2,2.1,3.25,4.1,1.0
Sunderland,West Brom,2,2.15,3.4,4.1,1.0
Sunderland,West Brom,2,2.08,3.27,3.81,1.0
West Ham,Crystal Palace,2,1.95,3.6,4.2,1.0
West Ham,Crystal Palace,2,1.91,3.4,3.9,1.0
West Ham,Crystal Palace,2,2.0,3.3,3.6,1.0
West Ham,Crystal Palace,2,2.0,3.2,4.0,1.0
West Ham,Crystal Palace,2,1.95,3.6,4.3,1.0
West Ham,Crystal Palace,2,2.0,3.66,4.33,1.0
West Ham,Crystal Palace,2,1.95,3.51,4.01,1.0
Leicester,Southampton,3,2.25,3.4,3.5,2.0
Leicester,Southampton,3,2.15,3.3,3.3,2.0
Leicester,Southampton,3,2.2,3.3,3.1,2.0
Leicester,Southampton,3,2.3,3.2,3.2,2.0
Leicester,Southampton,3,2.3,3.3,3.5,2.0
Leicester,Southampton,3,2.3,3.4,3.6,2.0
Leicester,Southampton,3,2.21,3.29,3.42,2.0
Man United,Everton,3,2.1,3.5,3.75,2.0
Man United,Everton,3,2.0,3.4,3.6,2.0
Man United,Everton,3,1.9,3.45,3.8,2.0
Man United,Everton,3,2.1,3.1,3.8,2.0
Man United,Everton,3,2.1,3.4,3.9,2.0
Man United,Everton,3,2.13,3.51,4.0,2.0
Man United,Everton,3,2.06,3.38,3.76,2.0
Aston Villa,Bournemouth,9,3.4,3.2,2.2,0.0
Aston Villa,Bournemouth,9,3.5,3.4,2.05,0.0
Aston Villa,Bournemouth,9,3.3,3.3,2.1,0.0
Aston Villa,Bournemouth,9,3.5,3.25,2.15,0.0
Aston Villa,Bournemouth,9,3.5,3.4,2.2,0.0
Aston Villa,Bournemouth,9,3.64,3.47,2.22,0.0
Aston Villa,Bournemouth,9,3.47,3.35,2.15,0.0
Crystal Palace,Norwich,9,2.05,3.4,3.6,2.0
Crystal Palace,Norwich,9,1.95,3.3,3.9,2.0
Crystal Palace,Norwich,9,2.05,3.3,3.5,2.0
Crystal Palace,Norwich,9,2.0,3.4,3.8,2.0
Crystal Palace,Norwich,9,2.1,3.4,3.9,2.0
Crystal Palace,Norwich,9,2.15,3.41,3.95,2.0
Crystal Palace,Norwich,9,2.07,3.33,3.73,2.0
Man City,West Brom,9,1.33,5.0,9.0,2.0
Man City,West Brom,9,1.33,5.0,8.75,2.0
Man City,West Brom,9,1.37,4.6,7.5,2.0
Man City,West Brom,9,1.33,4.8,10.0,2.0
Man City,West Brom,9,1.33,5.2,10.5,2.0
Man City,West Brom,9,1.33,5.08,9.94,2.0
Southampton,Newcastle,9,1.53,4.0,6.0,2.0
Southampton,Newcastle,9,1.55,3.9,6.0,2.0
Southampton,Newcastle,9,1.6,3.9,5.0,2.0
Southampton,Newcastle,9,1.57,3.75,6.5,2.0
Southampton,Newcastle,9,1.57,4.1,7.0,2.0
Southampton,Newcastle,9,1.6,4.23,7.0,2.0
Southampton,Newcastle,9,1.56,4.0,6.14,2.0
Swansea,Chelsea,9,3.75,3.4,2.0,2.0
Swansea,Chelsea,9,3.75,3.4,1.95,2.0
Swansea,Chelsea,9,3.5,3.3,2.05,2.0
Swansea,Chelsea,9,3.8,3.3,2.0,2.0
Swansea,Chelsea,9,4.0,3.4,2.1,2.0
Swansea,Chelsea,9,4.0,3.5,2.1,2.0
Swansea,Chelsea,9,3.77,3.36,2.05,2.0
Watford,Everton,9,3.4,3.3,2.15,1.0
Watford,Everton,9,3.4,3.25,2.15,1.0
Watford,Everton,9,2.95,3.1,2.4,1.0
Watford,Everton,9,3.5,3.25,2.15,1.0
Watford,Everton,9,3.5,3.4,2.25,1.0
Watford,Everton,9,3.5,3.41,2.4,1.0
Watford,Everton,9,3.35,3.32,2.21,1.0
West Ham,Arsenal,9,3.6,3.5,2.0,1.0
West Ham,Arsenal,9,3.75,3.6,1.9,1.0
West Ham,Arsenal,9,3.6,3.3,2.0,1.0
West Ham,Arsenal,9,3.5,3.6,2.0,1.0
West Ham,Arsenal,9,3.9,3.75,2.0,1.0
West Ham,Arsenal,9,3.93,3.83,2.05,1.0
West Ham,Arsenal,9,3.72,3.61,1.98,1.0
Liverpool,Stoke,10,1.55,4.0,5.75,2.0
Liverpool,Stoke,10,1.57,3.75,6.0,2.0
Liverpool,Stoke,10,1.65,3.6,5.1,2.0
Liverpool,Stoke,10,1.6,3.75,6.0,2.0
Liverpool,Stoke,10,1.62,4.1,6.25,2.0
Liverpool,Stoke,10,1.65,4.28,6.25,2.0
Liverpool,Stoke,10,1.59,3.99,5.8,2.0
Sunderland,Leicester,10,3.4,3.4,2.1,0.0
Sunderland,Leicester,10,3.3,3.4,2.1,0.0
Sunderland,Leicester,10,3.3,3.3,2.1,0.0
Sunderland,Leicester,10,3.5,3.25,2.15,0.0
Sunderland,Leicester,10,3.6,3.4,2.2,0.0
Sunderland,Leicester,10,3.6,3.5,2.25,0.0
Sunderland,Leicester,10,3.41,3.37,2.17,0.0
Tottenham,Man United,10,1.91,3.5,4.0,2.0
Tottenham,Man United,10,1.91,3.3,4.1,2.0
Tottenham,Man United,10,2.1,3.3,3.3,2.0
Tottenham,Man United,10,1.95,3.5,3.8,2.0
Tottenham,Man United,10,1.93,3.6,4.2,2.0
Tottenham,Man United,10,2.1,3.65,4.44,2.0
Tottenham,Man United,10,1.91,3.5,4.13,2.0
Crystal Palace,Everton,4,2.9,3.4,2.6,1.0
Crystal Palace,Everton,4,2.95,3.2,2.4,1.0
Crystal Palace,Everton,4,2.95,3.1,2.4,1.0
Crystal Palace,Everton,4,2.8,3.1,2.6,1.0
Crystal Palace,Everton,4,2.9,3.4,2.6,1.0
Crystal Palace,Everton,4,2.95,3.49,2.63,1.0
Crystal Palace,Everton,4,2.85,3.3,2.52,1.0
Chelsea,Man City,4,2.75,3.4,2.7,0.0
Chelsea,Man City,4,2.4,3.4,2.75,0.0
Chelsea,Man City,4,2.6,3.2,2.6,0.0
Chelsea,Man City,4,2.7,3.1,2.7,0.0
Chelsea,Man City,4,2.7,3.5,2.7,0.0
Chelsea,Man City,4,2.75,3.55,2.75,0.0
Chelsea,Man City,4,2.67,3.36,2.65,0.0
Everton,Southampton,4,2.7,3.4,2.8,1.0
Everton,Southampton,4,2.5,3.25,2.75,1.0
Everton,Southampton,4,2.5,3.3,2.65,1.0
Everton,Southampton,4,2.7,3.1,2.7,1.0
Everton,Southampton,4,2.75,3.3,2.8,1.0
Everton,Southampton,4,2.75,3.41,2.95,1.0
Everton,Southampton,4,2.59,3.29,2.79,1.0
Newcastle,Swansea,4,2.3,3.4,3.4,2.0
Newcastle,Swansea,4,2.25,3.2,3.2,2.0
Newcastle,Swansea,4,2.3,3.3,2.9,2.0
Newcastle,Swansea,4,2.3,3.2,3.2,2.0
Newcastle,Swansea,4,2.3,3.4,3.3,2.0
Newcastle,Swansea,4,2.38,3.5,3.42,2.0
Newcastle,Swansea,4,2.27,3.33,3.25,2.0
Norwich,Sunderland,4,2.4,3.3,3.25,0.0
Norwich,Sunderland,4,2.25,3.25,3.1,0.0
Norwich,Sunderland,4,2.3,3.2,3.0,0.0
Norwich,Sunderland,4,2.4,3.1,3.1,0.0
Norwich,Sunderland,4,2.38,3.3,3.3,0.0
Norwich,Sunderland,4,2.4,3.41,3.4,0.0
Norwich,Sunderland,4,2.34,3.27,3.18,0.0
West Brom,Watford,4,2.4,3.2,3.4,0.0
West Brom,Watford,4,2.3,3.1,3.2,0.0
West Brom,Watford,4,2.3,3.1,3.1,0.0
West Brom,Watford,4,2.4,3.1,3.1,0.0
West Brom,Watford,4,2.38,3.13,3.5,0.0
West Brom,Watford,4,2.4,3.26,3.5,0.0
West Brom,Watford,4,2.34,3.14,3.31,0.0
Arsenal,Crystal Palace,4,1.33,5.0,8.75,1.0
Arsenal,Crystal Palace,4,1.3,5.0,9.0,1.0
Arsenal,Crystal Palace,4,1.35,4.8,9.0,1.0
Arsenal,Crystal Palace,4,1.33,5.5,10.0,1.0
Arsenal,Crystal Palace,4,1.34,5.2,9.06,1.0
Bournemouth,Liverpool,4,3.6,3.5,2.15,0.0
Bournemouth,Liverpool,4,3.3,3.4,2.1,0.0
Bournemouth,Liverpool,4,3.3,3.3,2.1,0.0
Bournemouth,Liverpool,4,3.5,3.25,2.15,0.0
Bournemouth,Liverpool,4,3.6,3.5,2.15,0.0
Bournemouth,Liverpool,4,3.71,3.52,2.2,0.0
Bournemouth,Liverpool,4,3.46,3.42,2.13,0.0
Leicester,West Ham,4,1.95,3.6,4.2,1.0
Leicester,West Ham,4,1.95,3.4,3.75,1.0
Leicester,West Ham,4,2.0,3.3,3.6,1.0
Leicester,West Ham,4,1.91,3.3,4.2,1.0
Leicester,West Ham,4,1.91,3.7,4.3,1.0
Leicester,West Ham,4,2.0,3.8,4.3,1.0
Leicester,West Ham,4,1.91,3.57,4.08,1.0
Stoke,Tottenham,4,4.5,3.75,1.85,0.0
Stoke,Tottenham,4,4.1,3.5,1.85,0.0
Stoke,Tottenham,4,4.0,3.45,1.85,0.0
Stoke,Tottenham,4,4.5,3.4,1.85,0.0
Stoke,Tottenham,4,5.0,3.7,1.8,0.0
Stoke,Tottenham,4,5.0,3.8,1.88,0.0
Stoke,Tottenham,4,4.46,3.62,1.82,0.0
Newcastle,Man City,4,5.4,3.7,1.6,1.0
Newcastle,Man City,4,6.0,3.8,1.57,1.0
Liverpool,Everton,4,1.73,4.0,5.0,2.0
Liverpool,Everton,4,1.7,3.75,4.75,2.0
Liverpool,Everton,4,1.75,3.5,4.5,2.0
Liverpool,Everton,4,1.7,3.6,5.0,2.0
Liverpool,Everton,4,1.7,4.1,5.25,2.0
Liverpool,Everton,4,1.75,4.3,5.25,2.0
Liverpool,Everton,4,1.69,4.0,4.85,2.0
Man United,Crystal Palace,4,1.53,4.33,7.0,2.0
Man United,Crystal Palace,4,1.53,4.0,6.0,2.0
Man United,Crystal Palace,4,1.55,4.0,5.5,2.0
Man United,Crystal Palace,4,1.53,3.8,7.0,2.0
Man United,Crystal Palace,4,1.55,4.2,7.0,2.0
Man United,Crystal Palace,4,1.57,4.33,7.45,2.0
Man United,Crystal Palace,4,1.53,4.09,6.68,2.0
West Ham,Watford,4,1.57,4.33,6.5,2.0
West Ham,Watford,4,1.53,4.0,6.0,2.0
West Ham,Watford,4,1.65,3.6,5.1,2.0
West Ham,Watford,4,1.53,4.0,6.5,2.0
West Ham,Watford,4,1.57,4.3,6.5,2.0
West Ham,Watford,4,1.65,4.37,6.83,2.0
West Ham,Watford,4,1.54,4.16,6.3,2.0
Arsenal,West Brom,4,1.25,5.5,10.3,2.0
Aston Villa,Southampton,4,6.0,4.0,1.53,0.0
Aston Villa,Southampton,4,6.1,4.0,1.5,0.0
Aston Villa,Southampton,4,6.65,3.99,1.54,0.0
Bournemouth,Chelsea,4,3.1,3.5,2.4,0.0
Bournemouth,Chelsea,4,2.9,3.3,2.35,0.0
Bournemouth,Chelsea,4,2.65,3.3,2.5,0.0
Bournemouth,Chelsea,4,3.1,3.1,2.4,0.0
Bournemouth,Chelsea,4,3.1,3.6,2.38,0.0
Bournemouth,Chelsea,4,3.1,3.61,2.5,0.0
Bournemouth,Chelsea,4,2.99,3.43,2.35,0.0
Liverpool,Newcastle,4,1.57,4.5,6.0,1.0
Liverpool,Newcastle,4,1.57,4.2,5.25,1.0
Liverpool,Newcastle,4,1.5,4.0,6.1,1.0
Liverpool,Newcastle,4,1.6,4.0,5.5,1.0
Liverpool,Newcastle,4,1.53,4.6,6.5,1.0
Liverpool,Newcastle,4,1.62,4.6,6.5,1.0
Liverpool,Newcastle,4,1.55,4.27,5.8,1.0
Man City,Stoke,4,1.3,5.5,8.5,2.0
Man City,Stoke,4,1.3,5.0,9.0,2.0
Man City,Stoke,4,1.33,5.0,9.0,2.0
Man City,Stoke,4,1.33,5.4,11.0,2.0
Man City,Stoke,4,1.3,5.5,10.42,2.0
Leicester,Swansea,4,1.75,3.7,5.5,2.0
Leicester,Swansea,4,1.7,3.5,5.0,2.0
Leicester,Swansea,4,1.7,3.6,4.7,2.0
Leicester,Swansea,4,1.75,3.5,5.0,2.0
Leicester,Swansea,4,1.75,3.7,5.5,2.0
Leicester,Swansea,4,1.8,3.8,5.75,2.0
Leicester,Swansea,4,1.73,3.6,5.17,2.0
Sunderland,Arsenal,4,4.5,4.0,1.8,1.0
Sunderland,Arsenal,4,4.5,3.8,1.72,1.0
Sunderland,Arsenal,4,4.3,3.65,1.75,1.0
Sunderland,Arsenal,4,4.5,3.5,1.8,1.0
Sunderland,Arsenal,4,5.0,4.0,1.75,1.0
Sunderland,Arsenal,4,5.0,4.02,1.81,1.0
Sunderland,Arsenal,4,4.64,3.8,1.76,1.0
Tottenham,West Brom,4,1.25,5.5,12.0,1.0
Tottenham,West Brom,4,1.25,5.5,10.3,1.0
Everton,Bournemouth,4,2.0,3.8,3.8,2.0
Everton,Bournemouth,4,2.0,3.6,3.7,2.0
Everton,Bournemouth,4,1.9,3.45,3.8,2.0
Everton,Bournemouth,4,2.05,3.1,4.0,2.0
Everton,Bournemouth,4,2.0,3.8,3.8,2.0
Everton,Bournemouth,4,2.05,3.81,4.0,2.0
Everton,Bournemouth,4,1.98,3.67,3.69,2.0
Newcastle,Crystal Palace,4,2.0,3.6,4.0,2.0
Newcastle,Crystal Palace,4,1.95,3.5,4.0,2.0
Newcastle,Crystal Palace,4,1.9,3.45,3.8,2.0
Newcastle,Crystal Palace,4,2.05,3.1,4.0,2.0
Newcastle,Crystal Palace,4,1.95,3.6,4.2,2.0
Newcastle,Crystal Palace,4,2.05,3.61,4.2,2.0
Newcastle,Crystal Palace,4,1.99,3.47,3.87,2.0
Stoke,Sunderland,4,2.75,3.3,2.8,1.0
Stoke,Sunderland,4,2.65,3.2,2.75,1.0
Stoke,Sunderland,4,2.6,3.2,2.6,1.0
Stoke,Sunderland,4,2.62,3.1,2.8,1.0
Stoke,Sunderland,4,2.75,3.3,2.8,1.0
Stoke,Sunderland,4,2.75,3.35,2.83,1.0
Stoke,Sunderland,4,2.68,3.2,2.74,1.0
Watford,Aston Villa,4,1.7,3.8,5.75,2.0
Watford,Aston Villa,4,1.67,3.8,5.25,2.0
